"","index","content","date","polarity"
"2248","244","Başkanlık Sistemi’nin tüm detayları ortaya çıktı; Başkan 5’er yıllığına 2 kez seçilebilecek! https://t.co/aYBGQtrfGS https://t.co/2aXpTUWn5D","2016-10-29 09:46:48+00:00","Neutral"
"2249","245","İşte Yeni Anayasa paketi; Madde madde tam metin ve Başkanlık Sistemi https://t.co/BvsrCqIdgu","2016-10-29 09:46:20+00:00","Neutral"
"2250","246","Başkanlık sistemi Cumhuriyetin ruhunu zedeler ve Cumhuriyete zarar verir.","2016-10-29 09:45:55+00:00","Negative"
"2251","247","Başkanlık sistemi Cumhuriyeti bitirmek demek, Cumhuriyeti bitirmek ise ATATÜRK'ü bitirmek demektir.Çünkü Cumhuriyet ATATÜRKtür

#29Ekim1923","2016-10-29 09:40:44+00:00","Negative"
"2252","248","Akp madem başkanlık istiyor bunu tayip için değil ülke için istiyor ise o zaman tayip başkanlık sistemi için hiçbir zaman aday olmasın","2016-10-29 09:30:35+00:00","Negative"
"2253","249","Türkiye 'ye Başkanlık sistemi gelmeden bu ülkenin sen ""Muhsin Başkan"" ı olmuştun zaten..!! https://t.co/PW7JPqWBPR","2016-10-29 09:30:18+00:00","Neutral"
"2254","250","AKP'nin Başkanlık Sistemi Önerisinde Neler var? https://t.co/L2OWKo8Hwy","2016-10-29 09:28:36+00:00","Neutral"
"2255","251","Başkanlik sistemi..
BAŞ ve KAN'lık sistemidir ... https://t.co/qf9bVQeltx","2016-10-29 09:27:16+00:00","Neutral"
"2256","252","başkanlık sistemi sorunçıktıgında bize  sorunlu kurumu degil sorumlu kişiyi verecek sisstemdir ve ihtiyaçtır","2016-10-29 09:18:19+00:00","Positive"
"2257","253","AKP'nin kuruluş programında başkanlık sistemi var mıydı? Başkanlık sistemi de olabilir, tartışılabilir ama dayatmacı bir zihniyetle değil. https://t.co/8dUs200ABF","2016-10-29 09:08:47+00:00","Neutral"
"2258","254","Milletin birliği mi? Başkanlık sistemi mi? https://t.co/YQR4Zxlhot @AydinlikGazete aracılığıyla","2016-10-29 09:03:45+00:00","Neutral"
"2259","255","#93yıl Hiçkimse bizim için bir ruh,bir inanç sistemi olan Cumhuriyetin başkanlık diye içini boşaltmaya kalkmasın sabrımızı sınamaya kalkması","2016-10-29 08:56:54+00:00","Negative"
"2260","256","#93yıl önce Atatürkün gücü varken cumhuriyet sistemi yerine Amerika'daki başkanlık sistemini getirse bugün bu kadar rahat olcakmıydık acaba","2016-10-29 08:55:12+00:00","Negative"
"2261","257","Başkanlık sistemi , bir rejim değişikliği veya federalite teşebbüsü değildir. Donanım aynı donanımdır sadece yazılım güncellenecektir.","2016-10-29 08:45:25+00:00","Positive"
"2262","258","Başkanlık Sistemi cumhuriyet rejiminin ideal uygulama sistemidir.
https://t.co/hUl8VC2xEP @dirilispostasi aracılığıyla","2016-10-29 08:43:18+00:00","Positive"
"2263","259","İşte AKP'nin başkanlık planı
AKP'nin nisan ayında referanduma götürmesi beklenen başkanlık sistemi planının... https://t.co/TVvubSWFJp","2016-10-29 08:40:02+00:00","Neutral"
"2264","260","Cumhurbaşkanı Başdanışmanı Topçu Rize'de Konuştu; ""Başkanlık sistemi bu ülkenin bir ihtiyacıdır”... https://t.co/t45BiwomOs","2016-10-29 08:29:23+00:00","Positive"
"2265","261","Başkanlık sisteminden bu kadar korktuklarına göre Başkanlık sistemi bu ülkenin yararına bir sistem..","2016-10-29 08:27:16+00:00","Positive"
"2266","262","Bi zamanlar Suriyenin Meclisine gitmiştim.Çay ocağı gibiydi.Ve çaycı vekilden havalıydı:)Başkanlık sistemi olursa TBMM çay ocağı olur","2016-10-29 08:21:38+00:00","Positive"
"2267","263","@BurhanKuzu bana göre geç bile kalındı Acilen başkanlık sistemi türkiyenin sistemi olması gerekmektedir bu fırsatın kaçmaması gerekmektedir","2016-10-29 08:19:21+00:00","Positive"
"2268","264","Milletin birliği mi? Başkanlık sistemi mi? https://t.co/gxEUEAinoT @AydinlikGazete aracılığıyla","2016-10-29 08:11:40+00:00","Neutral"
"2269","265","Bir sabah uyanıp başkanlık sistemi kutluyor olma fikrinden korkuyorum...
Yaşasın CUMHURİYET !!!
 #29Ekim1923","2016-10-29 08:04:21+00:00","Negative"
"2270","266","1 Kasımda doğduk
15 Temmuzda yürümeye başladık
Başkanlık Sistemi ile koşacağız inş","2016-10-29 07:48:07+00:00","Positive"
"2271","267","“Türk Milleti” vurgusu yok… “Atatürk devrimleri” yok… Yeni bir rejim, başkanlık sistemi var…
https://t.co/xcHZpV9keb","2016-10-29 07:41:19+00:00","Neutral"
"2272","268","“Türk Milleti” vurgusu yok… “Atatürk devrimleri” yok… Yeni bir rejim, başkanlık sistemi var…
https://t.co/bFFCymznOR","2016-10-29 07:41:00+00:00","Neutral"
"2273","269","İşte 'Başkanlık Sistemi'nin detayları... -BEŞ YILLIĞINA İKİ KEZ-
https://t.co/EMwaFtn1ZS https://t.co/Y4klLAFWXX","2016-10-29 07:40:24+00:00","Neutral"
"2274","270","Başkanlık sistemi gerekli Turkiyeye sebebi bu parlamenter sistemin değişmesi lazım çünkü feto teröristleri bu sistemi ele geçirmişler...","2016-10-29 07:35:22+00:00","Positive"
"2275","271","Halk oyuyla Başkanlık Sistemi'ni getirecek olan Diktatör ise,
Halka sormadan hilâfeti kaldırıp Cumhuriyet'i getiren nedir? #29Ekim1923","2016-10-29 07:34:47+00:00","Positive"
"2276","272","8 maddede neden başkanlık sistemi? https://t.co/77bwX3xgNi","2016-10-29 07:30:12+00:00","Neutral"
"2277","273","“Türk Milleti” vurgusu yok…
“Atatürk devrimleri” yok…
Yeni bir rejim, başkanlık sistemi var…","2016-10-29 07:06:19+00:00","Neutral"
"2278","274","Türk tipi başkanlık sistemi #Akçomar https://t.co/tX2yG2AGEZ","2016-10-29 07:01:45+00:00","Neutral"
"2279","275","Diktatöryal Bir Başkanlık Sistemi Kuran'a Aykırıdır! https://t.co/p84YtEVGYf","2016-10-29 06:55:00+00:00","Negative"
"2280","276","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/xAc6WCoFpP @medyascopetv aracılığıyla","2016-10-29 06:49:30+00:00","Neutral"
"2281","277","Başkanlık sistemi hayırlı olsun ;) https://t.co/vt9nxM5ITt","2016-10-29 06:47:38+00:00","Neutral"
"2282","278","Elvan: Bir üst lige çıkmak için başkanlık sistemi şart https://t.co/WOdmLi6moa https://t.co/LIUJ8SfwKD","2016-10-29 06:45:03+00:00","Positive"
"2283","279","M.K. Perker Çiziyor: Başkanlık sistemi ve MHP  https://t.co/6TLcB6f0Ml https://t.co/YiE6Kd5Kby","2016-10-29 06:43:30+00:00","Neutral"
"2284","280","BB nin Cumhuriyet mesajı ile Akp hükümetinin uygulamalarına bakın hiçbiri yok.Bir tek  başkanlık sistemi istemeleri var","2016-10-29 06:38:30+00:00","Neutral"
"2285","281","Adam çıkmış TV'ye ""cumhuriyet elden gidiyor, başkanlık sistemi gelmesin"" diyor. 
#Cumhuriyet bir rejim,
#Başkanlık ise sistem.","2016-10-29 06:31:56+00:00","Positive"
"2286","282","Başkanlık Sistemi gelince görecem ben seni.! muratguloglutv https://t.co/nOasI97shJ","2016-10-29 06:30:34+00:00","Positive"
"2287","283","Ham Başkanlık Sistemi","2016-10-29 06:27:39+00:00","Neutral"
"2288","284","İşte Başkanlık Sistemi'nin maddeleri: Tek adam bakanları parlamento dışından atayacak  https://t.co/yOpInO4GaN https://t.co/OnW4YwmXQ6","2016-10-29 06:26:18+00:00","Neutral"
"2289","285","Ruşen Çakır: Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? #SoundCloud @acikcenk @cakir_rusen  https://t.co/xzcRDsSufI","2016-10-29 06:19:40+00:00","Neutral"
"2290","286","Yine de ""başkanlık sistemi ve yeni anayasayla yolumuza devam edeceğiz"" diye mesaj geçilirken o ütopya evreni de yakında yok edilir herhalde.","2016-10-29 06:09:58+00:00","Neutral"
"2291","287","@AydemirGuler yazdı: Başkanlık sistemi cumhuriyetin inkarıdır.Cumhuriyet artık emekçilerinse ve sosyalistse vardır
https://t.co/b7nxOjMs9a","2016-10-29 05:31:35+00:00","Negative"
"2292","288","Yobazın karanlığı altında,başkanlık sistemi tartışmaları gölgesinde CUMHURİYET""kutlamaları""93 yıldır bu toprakta özgür insanlarnefes alıyor.","2016-10-29 04:18:10+00:00","Negative"
"2293","289","ALİ SAYDAM : Tabloyu net görebilmek için…: Sayın Bahçeli, Başkanlık sistemi tartışmalarında kendisinin açıkla... https://t.co/NVzFKCnpcR","2016-10-29 03:06:56+00:00","Neutral"
"2294","290","@cihattyanar @SMEYDAN Başkanlık özerkliğide getirir zaten asıl hedefte bu eyalet sistemi ozaman pkk bakalım nasıl olucak","2016-10-29 02:47:23+00:00","Negative"
"2295","291","Başkanlık sistemi nasıl olacak? İşte madde madde Yeni Anayasa https://t.co/83ZgJPQoZm #haber #gundem","2016-10-29 02:41:34+00:00","Neutral"
"2296","292","Kılıçdaroğlu’ndan ""başkanlık"" sistemi açıklaması https://t.co/NfTff9N528","2016-10-29 02:00:01+00:00","Neutral"
"2297","293","Yeni Anayasa paketi madde madde tam metin ve Başkanlık Sistemi https://t.co/djupmWpSjv #haber #gundem","2016-10-29 01:42:30+00:00","Neutral"
"2298","294","Kılıçdaroğlu’ndan  ""başkanlık"" sistemi açıklaması https://t.co/0ThbSQWg9H","2016-10-29 01:30:01+00:00","Neutral"
"2299","295","+Türkiye'ye Başkanlık Sistemi gelsin mi?
-Evet 
+Başkanlık Sisteminin ne olduğunu biliyor musunuz? 
-Hayır 
(koyunlar bile daha mantıklıdır)","2016-10-29 00:58:06+00:00","Negative"
"2300","296","#93YıldırBirlikte Cumhuriyet ve parlementer sistemi destekliyoruz. İddia ediyorum başkanlık sistemi meclisten geçemeyecek.","2016-10-29 00:22:08+00:00","Negative"
"2301","297","""Başkanlık sistemi bizi bir üst lige çıkartacak""
https://t.co/zWNyGIaFqm https://t.co/7KAdSO2S5y","2016-10-29 00:00:03+00:00","Positive"
"2302","298","Dikkat ediyormusunuz? Yeni Anayasa, Başkanlık Sistemi veyahut Partili Cumhurbaşkanlığı gibi önemli meselelere bir türlü eğilemiyoruz.","2016-10-28 23:41:52+00:00","Neutral"
"2303","299","Başkanlık sistemi ve güçler ayrılığı sorunsalını Yalın'ın Cumhuriyet şarkısı ekseninde tartışılmasını öneriyorum https://t.co/fX8zrc9x0U","2016-10-28 23:41:04+00:00","Neutral"
"2304","300","Tek parça haldeyken yönetemedik,başkanlık sistemi ile parçalayıp yönetmecilik oynayacağız diyorlar.","2016-10-28 23:35:37+00:00","Negative"
"2305","301","@Kamezed rien a voir vallah rien a voir mais si tu leurs demande c'est quoi une constitution un baskanlik sistemi felan aucun ne sauront rep","2016-10-28 23:31:17+00:00","Neutral"
"2306","302","@EmreErcis1 Tayyip ölürse başkanlık sistemi mevzubahis olabilir mi ?","2016-10-28 23:29:26+00:00","Neutral"
"2307","303","Yıldırım’ın 29 Ekim mesajından da ‘başkanlık sistemi’ çıktı
 https://t.co/fgsifkQZVo https://t.co/HzBF0rviuY","2016-10-28 23:27:53+00:00","Neutral"
"2308","304","Yıldırım’ın 29 Ekim mesajından da ‘başkanlık sistemi’ çıktı
https://t.co/qrtYhGOsBV https://t.co/oZoXFOWbIJ","2016-10-28 23:25:00+00:00","Neutral"
"2309","305","@EmreErcis1 Başkanlık sistemi demokratik değil tam manasıyla anti demokratik bir sistem.","2016-10-28 23:23:10+00:00","Negative"
"2310","306","başkanlık sistemi diye tutturup vatanımı bölmeye çalışan hainlere inat 29 Ekim CUMHURİYET Bayramımız kutlu olsun! #TÜRKünbayramı29Ekim","2016-10-28 23:04:46+00:00","Negative"
"2311","307","Başkanlık sistemi nasıl olacak? İşte madde madde Yeni Anayasa https://t.co/HQnTmBPta3","2016-10-28 23:03:07+00:00","Neutral"
"2312","308","Başkanlık sistemi tartışıyoruz kamu oyunda. Bu Anayasa değişikliği veya yeni Anayasa gerektiriyor. Yönetimde... https://t.co/S22Sd66y4U","2016-10-28 22:47:05+00:00","Neutral"
"2313","309","Cumhurbaşkanı Başdanışmanı Topçu, “Başkanlık Sistemi Türkiye’nin Bir İhtiyacıdır” https://t.co/5IUyvIbntb","2016-10-28 22:35:32+00:00","Positive"
"2314","310","Muhalefetin gerçekte karşı olduğu şey.Başkanlık sistemi ve REİS in Ülkeyi Kurumsallaştırmasıdır.Sistem istismarı engeller.KORKU BUNDAN..!","2016-10-28 22:21:49+00:00","Negative"
"2315","311","Tam Başkanlık sistemi gümbür gümbür geliyor 😊 Başkanı da bellidir Recep Tayyip Erdoğan dır.2017 nin ortalarında geçeriz 😊","2016-10-28 22:20:56+00:00","Neutral"
"2316","312","Cumhurbaşkanı Başdanışmanı Topçu, “Başkanlık Sistemi Türkiye’nin Bir İhtiyacıdır” https://t.co/piKqzvuLuJ @okur53com","2016-10-28 22:18:47+00:00","Neutral"
"2317","313","@saffetsancakli Amin .Başkanlık sistemi sizce gerilimi merk ediyorum","2016-10-28 22:17:48+00:00","Neutral"
"2318","314","@saffetsancakli başkanlık sistemi hakkında ne düşünüyorsunuz.Yoksa sizin yerinize genel başkan mi dusunuyor","2016-10-28 22:15:54+00:00","Negative"
"2319","315","_çözüm başkanlık sistemi mi
_evet
_bize katkısı ne olacak
_istikrar. 
_nereden biliyorsun
_tek partili Hükümetlerin icraatlarına bak.","2016-10-28 22:11:41+00:00","Positive"
"2320","316","Başkanlık sistemi nasıl olacak? İşte madde madde Yeni Anayasa https://t.co/1I4DuDLxFu","2016-10-28 22:09:29+00:00","Neutral"
"2321","317","Başkanlık sistemi eyalet sistemini getirir. Eyalet diyerek ülkeyi bölersiniz... halk halk diyerek ülkeyi bölemezsiniz!","2016-10-28 22:07:24+00:00","Negative"
"2322","318","@kenan_alpay:""başkanlık sistemi çatışma getirir diyorlar,parlementer sistemle yönetilen 90 yıllık cumhuriyet çatışmadan başka ne getirdi"" https://t.co/hI3KXqj7dr","2016-10-28 22:07:21+00:00","Positive"
"2323","319","Başkanlık sistemi getirmeyip. Milleti böl parçala sistemi olan ingiliz cumhuriyet fitnesini getirdiği için fitneciyi kutluyoruz..!","2016-10-28 22:04:37+00:00","Negative"
"2324","320","@Saliimsen 
Bak bak bak, Kenan Alpay, başkanlık sistemi konusu açılınca, nasıl da bedenini ortaya koyuyor!
Silik, acz pozisyonlar!","2016-10-28 21:59:52+00:00","Neutral"
"2325","321","Bafra’da “15 Temmuz ve Başkanlık Sistemi” Konferansı https://t.co/0bm29Y1lCi @bafraajans aracılığıyla","2016-10-28 21:58:38+00:00","Neutral"
"2326","322","Şuan yarı Başkanlık sistemi varmıdır?vardır halk başkanını Devletin başını CB seçmiş midir?seçmiştir.şimdi tam başkanlık sistemine geçiş...","2016-10-28 21:56:19+00:00","Neutral"
"2327","323","Fiili ""yarı başkanlık sistemi"" varmış..
Anayasayı uygulamayanlar..
Anayasaya uymayanlar..
Yasayı çiğneyenler..
Yüce Divan çok uzakta değil!","2016-10-28 21:54:06+00:00","Neutral"
"2328","324","cnn tarafsız bölge az önce Prof. Ersin Kalaycıoğlu. az önce açıkladı.şu andaki anayasaya göre.Türkiye yarı başkanlık sistemi ile yönetiliyor","2016-10-28 21:50:46+00:00","Neutral"
"2329","325","@acetmehmettw En iyi başkanlık sistemi olarak abd yi gören seçmenler hangi ülkelerin başkanlık sistemi ile yönetildiğini biliyormuymuş acaba","2016-10-28 21:50:36+00:00","Neutral"
"2330","326","Dünya çapında başkanlık sistemi ile yönetilen ülkeler ilerki aşamada ne ... https://t.co/Y8NsosiVIL @YouTube aracılığıyla","2016-10-28 21:48:23+00:00","Neutral"
"2331","327","Bugünlerde başkanlık sistemi getirmek isteyen yöneticilerin yeni bir sistem getiricek kapasiteleri yok oyle pat baskan olalim yok","2016-10-28 21:47:23+00:00","Neutral"
"2332","328","Cumhuriyet Bayramımızın arifesinde Başkanlık sistemi diye konferans vermekte neyin nesi https://t.co/GUSmJlXkLQ","2016-10-28 21:44:42+00:00","Negative"
"2333","329","baskanlik sistemi boyle bisey se kabul edelim hep birlikte https://t.co/04tFyFOVIQ","2016-10-28 21:42:49+00:00","Positive"
"2334","330","@cih4t_b4ris başkanlık sistemi şahıslar için değil, hepimiz için. Osmanlıya yapılan oyun gibi olmayacak inşallah. Bu sefer biz kazanacağız.","2016-10-28 21:37:56+00:00","Positive"
"2335","331","En iyi yönetim sistemi Cumhuriyettir.M.K.Atatürk(1923)
Cumhuriyet bayramımız kutlu olsun Not sikerler sizin başkanlık sisteminizi!!","2016-10-28 21:32:09+00:00","Negative"
"2336","332","Başkanlık sistemi https://t.co/qXswihE92t","2016-10-28 21:18:09+00:00","Neutral"
"2337","333","@TheLaikYobaz sizin gibi comarlardan ancak bu laf beklenir. Sorsam Baskanlik sistemi ne onu bile bilmezsin sen.","2016-10-28 21:17:23+00:00","Negative"
"2338","334","@fsizosems başkanlık sistemi sloganı gibi lan :d","2016-10-28 21:16:50+00:00","Neutral"
"2339","335","#TürkiyeninİlkBAŞKANI  
Bir sabah kalktığımızda başkanlık sistemi ve ilk başkanımız @RT_Erdogan ile  Kesintisiz daha güçlü Bir Türkiye'ye https://t.co/iBO2s3aIkh","2016-10-28 21:12:50+00:00","Positive"
"2340","336","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/nFDBdHYqrT @medyascopetv aracılığıyla","2016-10-28 21:10:11+00:00","Neutral"
"2341","337","Başkanlık sistemi de gelecek bedellide #ReisBedelliAskerlikİstiyoruz","2016-10-28 21:06:15+00:00","Positive"
"2342","338","@ismaillacin
Allah CC var gam yok Reis ve Arkadaşları var Panik yok Başkanlık Sistemi Yeni Anayasa Özgür Büyük Türkiye hepimizin Dualarınız","2016-10-28 20:58:40+00:00","Positive"
"2343","339","Topçu: Başkanlık Sistemi Türkiye'nin Bir İhtiyacıdır  https://t.co/kLjZlAwQA5","2016-10-28 20:56:19+00:00","Positive"
"2344","340","Topçu: Başkanlık Sistemi Türkiye'nin Bir İhtiyacıdır  https://t.co/3fHmZEDqcp","2016-10-28 20:56:11+00:00","Positive"
"2345","341","Eğemenlik Kayıtsız Şartsız Milletindir Diyorsanız Başkanlık Sistemi gibi bir Tek Adam Saltanatı Kuramazsınız bunu Akpliler bile Yemez","2016-10-28 20:49:49+00:00","Negative"
"2346","342","@cemkucuk55 taşeron işçilere kadro sözünü hatırlatır mısınız başkanlık sistemi konusu arasında","2016-10-28 20:46:46+00:00","Neutral"
"2347","343","@latifsimsekk taşeron işçilere verilen kadro sözünü hatırlatır mısınız başkanlık sistemi konusu arasında","2016-10-28 20:44:56+00:00","Neutral"
"2348","344","@latifsimsekk başkanlık sistemi uzun zamandır gündemde olmasına rağmen vatandasın büyük kısmının yeterlibilgisi yok bu yüzden karşı bazıları","2016-10-28 20:42:30+00:00","Neutral"
"2349","345","Eğer 2002 de Başkanlık sistemi olsaydı ve Tayyip Erdoğan Başkan seçilseydi
- Avrupa birliği müzakereleri... https://t.co/0BPiq9Jvv1","2016-10-28 20:42:09+00:00","Neutral"
"2350","346","@latifsimsekk Latif abi iyi akşamlar abi bu ülkeye başkanlık sistemi şart abi CHP aklıyla yürümez:)","2016-10-28 20:39:20+00:00","Positive"
"2351","347","@OguzKaya___ nasil olacagina dair aciklama yok?yarin baskanlik sistemi islerine gelmezse hepiniz doneceksiniz baskanlik sistemi yanlisti diye","2016-10-28 20:35:08+00:00","Negative"
"2352","348","Kılıçdaroğlunun tek hedefi sistemi tıkamaya çalışmak,birazda proje üret be ey adam.Başkanlık sistemine karşıymış.","2016-10-28 20:32:26+00:00","Positive"
"2353","349","Başkanlık Sistemi ve Profesyonel Ordu öncesi son bir bedelli askerlik istiyoruz. @RT_Erdogan @NumanKurtulmus #ReisBedelliAskerlikİstiyoruz","2016-10-28 20:30:01+00:00","Positive"
"2354","350","Yeni Anayasa ve Başkanlık sistemi için çalışmalarımıza başlıyoruz..","2016-10-28 20:21:58+00:00","Positive"
"2355","351","Yeni Anayasa paketi madde madde tam metin ve Başkanlık Sistemi

Yeni Anayasa paketi madde madde tam metin ve... https://t.co/8CjqVniy6W","2016-10-28 20:05:02+00:00","Neutral"
"2356","352","Başkanlık Sistemi Rahmetli Özal döneminden beri İngiliz derin devleti tarafından Türkiye'ye dayatılmaktadır https://t.co/pNOh0SMBXx","2016-10-28 20:01:19+00:00","Negative"
"2357","353","Kılıçdaroğlu’ndan ""başkanlık"" sistemi açıklaması https://t.co/0ThbSQWg9H","2016-10-28 20:00:10+00:00","Neutral"
"2358","354","Başkanlık sistemi federasyon ve bölünme demek.Sn Erdoğanı seviyoruz ama Başkanlık sistemine hayır #TürkiyeninİlkBAŞKANI","2016-10-28 19:56:07+00:00","Negative"
"2359","355","Başkanlık sistemi öncesi iyi olur reissss  #ReisBedelliAskerlikİstiyoruz","2016-10-28 19:54:33+00:00","Positive"
"2360","356","#TürkiyeninİlkBAŞKANI Hayaller Başkanlık sistemi,hayatlar Atatürk'ün getirdiği Cumhuriyet ile Cumhurbaşkanı seçilmek...","2016-10-28 19:48:36+00:00","Neutral"
"2361","357","Başkanlık 
Sistemi 
Türkiye'nin 
İhtiyacıdır 
#TürkiyeninİlkBAŞKANI 
Recep
Tayyip
Erdoğan 
Olacaktır 
İNŞALLAH","2016-10-28 19:39:15+00:00","Positive"
"2362","358","Onu restore etmek için ileri sürdüğünüz başkanlık sistemi, anayasal reformlar, bu çürümeyi engellemeyecktir CumhuriyetBir İngilizProjesidir.","2016-10-28 19:39:01+00:00","Neutral"
"2363","359","Oldu olacak idmanın tam ortasına ""başkanlık sistemi istermisiniz"" diye bir sandık kurun. Nasılsa 'evet' çıkacak :)","2016-10-28 19:38:55+00:00","Neutral"
"2364","360","Dünya çapında başkanlık sistemi ile yönetilen ülkeler ileri ki aşamada ne hale geldi https://t.co/0TdUnxFmk2 https://t.co/yWPbeqzKwc","2016-10-28 19:37:53+00:00","Neutral"
"2365","361","Burdan vatandaşada söylüyorum ey vatandaş artık uyan uyan başkanlık sistemi gelirse çok geç olacak ve kafana vuracaksın. #HalkArenasıHalkTv","2016-10-28 19:37:16+00:00","Negative"
"2366","362","@krtkulturtv @ihsaneliacik Sevgili İhsan Hocam. Kuran'ın Başkanlık Sistemi'ne yaklaşımı nedir?  Ya da Kurana uygun sistem hangisi? Selamlar.","2016-10-28 19:36:31+00:00","Neutral"
"2367","363","Ha demokratik parlementer sistem ha demokratik bașkanlık sistemi fark etmez her iki sistemde gayri islamidir CumhuriyetBir İngilizProjesidir","2016-10-28 19:33:48+00:00","Negative"
"2368","364","i: İngiliz Parlamenter yada Amerikan Başkanlık sistemi ümmetin sorunlarını çözemez. Tek çözüm Hilafettir CumhuriyetBir İngilizProjesidir""","2016-10-28 19:33:45+00:00","Negative"
"2369","365","CumhuriyetBir İngilizProjesidir başkanlık sistemi de bu projenin farklı bir versiyonudur","2016-10-28 19:32:19+00:00","Negative"
"2370","366","Başkanlık sistemi kiminle anlam kazanıyorsa #TürkiyeninİlkBAŞKANI bellidir, fazla söze ne hacet ☝","2016-10-28 19:29:30+00:00","Positive"
"2371","367","Başkanlık Sistemi değil te çözüm 
Raşiti hilafet devletidir CumhuriyetBir İngilizProjesidir","2016-10-28 19:29:15+00:00","Negative"
"2372","368","@scorpions1453 lütfu ve keremiyle başkanlık sistemi ve yeni anayasa gelene kadar tıpkı eskiden olduğu gibi herdaim 7-24 görmek bu zor","2016-10-28 19:26:59+00:00","Neutral"
"2373","369","Onu restore etmek için ileri sürdüğünüz başkanlık sistemi, anayasal reformlar, bu çürümeyi engellemeyecktir CumhuriyetBir İngilizProjesidir","2016-10-28 19:26:01+00:00","Negative"
"2374","370","@aytunbilgin bitmediği gibi anayasa değişikliği,referandum,başkanlık sistemi bu durum bizi ABD seçimide var olumsuz mu etkiler TEŞEKKÜRLER","2016-10-28 19:23:30+00:00","Negative"
"2375","371","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/XikwXlFBqy @medyascopetv aracılığıyla","2016-10-28 19:20:10+00:00","Neutral"
"2376","372","#ReisBedelliAskerlikİstiyoruz
Başkanlık sistemi öncesi,savunma sanayimize katkı sağlayacak bedelli askerlik bekliyoruz","2016-10-28 19:17:42+00:00","Neutral"
"2377","373","İdam meselesi başkanlık sistemi için kullanılacak iyi argumanlardan bir tanesi","2016-10-28 19:15:49+00:00","Positive"
"2378","374","""@ser1953dar: Ben başkanlık sistemi deyil, İslami HİLAFET Sistemini istiyorum #CumhuriyetİngilizProjesidir""","2016-10-28 19:10:08+00:00","Negative"
"2379","375","Ben başkanlık sistemi deyil, İslami HİLAFET Sistemini istiyorum #CumhuriyetİngilizProjesidir","2016-10-28 19:08:15+00:00","Negative"
"2380","376","Başkanlık sistemi ABD nin  #CumhuriyetİngilizProjesidir","2016-10-28 19:05:26+00:00","Negative"
"2381","377","Sizce başkanlık sistemi gelmeli mi ?","2016-10-28 19:05:05+00:00","Neutral"
"2382","378","Cumhuriyetin başkanlık sistemi mi İslam'ın Hilafet sistemi mi #CumhuriyetbirİngilizProjesidir","2016-10-28 19:04:12+00:00","Negative"
"2383","379","Cumhuriyet ile başkanlık sistemi.Biri İngiliz biri Amerikan sistemi. Müslümanların sistemi degil. #CumhuriyetİngilizProjesidir","2016-10-28 19:03:44+00:00","Negative"
"2384","380","Cumhuriyetin kuruluşunun 93.yılında Başkanlık sistemi Sevdası,çürük temelli bir özlem..","2016-10-28 19:03:09+00:00","Negative"
"2385","381","@AkDuyuru Baskanlik Sistemi Oncesi yapilacak REFERANDUMDA Bakaya kalmis Yuzbinlerin ve Ailelerin TAM DESTEGI icin BEDELLI CIKARILMASI LAZIM","2016-10-28 19:01:44+00:00","Neutral"
"2386","382","Parlamenter sistem ingiliz başkanlık sistemi Amerikan modelidir #CumhuriyetİngilizProjesidir müslümanın sistemi HİLAFETTEN başkası değildir","2016-10-28 18:55:16+00:00","Negative"
"2387","383","Parlamenter sistem İngilizlerin Başkanlık ABD Sistemidir. Müslümanın sistemi HİLAFETTİR CumhuriyetBir İngilizProjesidir","2016-10-28 18:55:02+00:00","Negative"
"2388","384","ne padişahlığı
kim sizi kandırıyor..
Padişahlık olmaz olamaz..
olursa en fazla Başkanlık sistemi..
ki
padişah ara bağlantıyı kopardılar","2016-10-28 18:53:53+00:00","Neutral"
"2389","385","#CumhuriyetİngilizProjesidir başkanlık sistemi ise amerikan projesdr","2016-10-28 18:53:42+00:00","Negative"
"2390","386","Biz Müslüman Türkler tek bir liderin arkasında bir olduğumuz zaman ancak Dünyaya korku salarız. Bizim özümüzde Başkanlık sistemi var ya!","2016-10-28 18:52:52+00:00","Positive"
"2391","387","Yüreğir Gençlik Kolları'mızın Başkanlık Sistemi Üzerine Münazara Programındayız @avfikretyeni @ahmetcozer @mecertas @sahinsiar https://t.co/8UxprBUMXR","2016-10-28 18:52:28+00:00","Neutral"
"2392","388","İlk başkan  ile  #başkanlıksistemi   ile 
"" Haydi  güçlü Türkiye  ile  yürüyelim ""","2016-10-28 18:51:26+00:00","Positive"
"2393","389","CHP'nin neden başkanlık sistemi istemediği çok açık. Allah'ın izniyle bu ülkeye hiçbir zaman onların istediği  kişi başkan olamayacktr","2016-10-28 18:48:38+00:00","Positive"
"2394","390","Baskanlik sistemi amarikanindir #CumhuriyetİngilizProjesidir","2016-10-28 18:46:35+00:00","Negative"
"2395","391","Başkanlık sistemi öyle bir sistem olsunki #TürkiyeninİlkBAŞKANI tamamda sonrakileride  düşünelim, hepsi yerli ve milli olmasını teminata alm","2016-10-28 18:43:37+00:00","Positive"
